SMILES,Density,Source,Confidence
*CCC(=O)NCC(=O)N*,1.435,GREA,0.5
*CCC(=O)NCCC(=O)NCC(=O)N*,1.42,GREA,0.5
*C(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1*)c1ccccc1,1.24,GREA,0.5
*NC(C(*)=O)C(Cc1ccccc1)c1c[nH]cn1,1.175,GREA,0.5
*NC(CC(C)C)C(*)=O,1.07,GREA,0.5
*NC(CCSC)C(*)=O,0.88,GREA,0.5
*NC(Cc1ccc(OC(=O)OCc2ccccc2)cc1)C(*)=O,1.205,GREA,0.5
*NC(C(*)=O)C(C)C,1.135,GREA,0.5
*NC1CCCC1C(*)=O,1.232,GREA,0.5
*CC(C)(CCCC)C(=O)N*,1.039,GREA,0.5
*CC(C)(CC)C(=O)N*,1.133,GREA,0.5
*CC(C)(CCC)C(=O)N*,1.067,GREA,0.5
*C(=O)NC1CCCC(*)O1,1.26,GREA,0.5
*CC1CCCC(CNC(=O)CCCCC(=O)N*)C1,1.16,GREA,0.5
*CC1CCCC(CNC(=O)CCCCCCCCCCC(=O)N*)C1,1.095,GREA,0.5
*CC1CCCC(CNC(=O)CCCCCCC(=O)N*)C1,1.12,GREA,0.5
*CCCCCCCNC(=O)CCCCCCC(=O)N*,1.112,GREA,0.5
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,0.9410253975,GREA,0.5
*CNC(=O)CC(=O)N*,1.555,GREA,0.5
*NC(CC(=O)OCc1ccccc1)C(*)=O,1.31,GREA,0.5
*NC(CC(=O)OCCc1ccccc1)C(*)=O,1.315,GREA,0.5
*NC(CCC(=O)OCCCCC)C(*)=O,1.095127265,GREA,0.5
*NC(CCC(=O)OCCCC)C(*)=O,1.13,GREA,0.5
*NC(CCC(=O)OCc1ccc(Cl)cc1)C(*)=O,1.3665,GREA,0.5
*NC(CCC(=O)OCc1cccc(Cl)c1)C(*)=O,1.3495,GREA,0.5
*NC(CCC(=O)OCc1ccccc1Cl)C(*)=O,1.3745,GREA,0.5
*NC(CCC(=O)OCCCCCC)C(*)=O,1.067094766,GREA,0.5
*NC(CCC(=O)OCCc1ccccc1)C(*)=O,1.25,GREA,0.5
*NC(CCC(=O)OCCCCCCCC)C(*)=O,1.05,GREA,0.5
*NC(CCC(=O)OCCCc1ccccc1)C(*)=O,1.08,GREA,0.5
*NC(C)CCCCC(*)=O,1.08,GREA,0.5
*CCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,1.032,GREA,0.5
*CCCCCCNC(=O)C(CCCC)C(=O)N*,1.052,GREA,0.5
*CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N*,1.0003,GREA,0.5
*CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.998,GREA,0.5
*CCCCCCNC(=O)C(CCCCCCC)C(=O)N*,1.021,GREA,0.5
*CCCCCCNC(=O)C(CCCCCC)C(=O)N*,1.026,GREA,0.5
*CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N*,1.008,GREA,0.5
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N*,0.975,GREA,0.5
*CCCCCCNC(=O)C(CCCCCCCC)C(=O)N*,1.02,GREA,0.5
*CCCCCCNC(=O)C(CCCCC)C(=O)N*,1.039,GREA,0.5
*CCCCCCNC(=O)C(CCC)C(=O)N*,1.061,GREA,0.5
*CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N*,0.993,GREA,0.5
*CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N*,1.004,GREA,0.5
*CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.977,GREA,0.5
*CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.996,GREA,0.5
*CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.996,GREA,0.5
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,1.075,GREA,0.5
*CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,1.005,GREA,0.5
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*)cc1,1.056,GREA,0.5
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,1.08,GREA,0.5
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,1.092,GREA,0.5
*NC(CCCCNC(=O)OCc1ccccc1)C(*)=O,1.27,GREA,0.5
*C(=O)C1C(c2ccccc2)C(C(=O)N2CCN(*)CC2)C1c1ccccc1,1.2085,GREA,0.5
*NNC(=O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)NNC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1.51,GREA,0.5
*CCCCCCCCCCCCCCCCCC(=O)N*,1.02,GREA,0.5
*NC(Cc1ccccc1)C(*)=O,1.3,GREA,0.5
*Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)CCCCC(*)=O)c2)c1,1.19,GREA,0.5
*Nc1ccc(NC(=O)c2cccc(C(=O)c3ccc(C(*)=O)cc3)c2)cc1,1.31,GREA,0.5
*CCN(C)C(=O)CCCCCCCCC(=O)N(*)C,1.278,GREA,0.5
*CCOC(=O)NCCCCCCNC(=O)O*,1.3,GREA,0.5
*CCOC(=O)NCCCCCCCCCNC(=O)O*,1.175,GREA,0.5
*CCOC(=O)NCCCCCCCCCCNC(=O)O*,1.175,GREA,0.5
*CCCOC(=O)NCCCCCCNC(=O)O*,1.265,GREA,0.5
*CCCCOC(=O)NCCCNC(=O)O*,1.285,GREA,0.5
*CCCCCOC(=O)NCCCCCCNC(=O)O*,1.245,GREA,0.5
*CCCCCCOC(=O)NCCCNC(=O)O*,1.23,GREA,0.5
*CCCCCCOC(=O)NCCCCCCNC(=O)O*,1.195,GREA,0.5
*CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,1.3233,GREA,0.5
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,1.453,GREA,0.5
*CCOC(=O)Nc1ccc(CCc2ccc(NC(=O)O*)cc2)cc1,1.3055,GREA,0.5
*C(=O)OCCOC(=O)N1CCN(*)CC1,1.35,GREA,0.5
*OC1CCC(OC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)CC1,1.1111,GREA,0.5
*CC1CCC(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)CC1,1.18735,GREA,0.5
*CCCCCCOC(=O)NCCCCNC(=O)O*,1.2355,GREA,0.5
*Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1,1.29,GREA,0.5
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc2)C3=O)cc1,1.48,GREA,0.5
*CCCCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,1.291,GREA,0.5
*c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.52,GREA,0.5
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(Oc5ccc(-n6c(=O)c7cc8c(=O)n(*)c(=O)c8cc7c6=O)cc5)cc4)cc3)cc2)cc1,1.46,GREA,0.5
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.49,GREA,0.5
*CCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.42,GREA,0.5
*CCCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.355,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,1.435,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c1)C2=O,1.443,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.432,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc1)C2=O,1.414,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,1.406745,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.375,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)cc1)C2=O,1.34,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,1.28,GREA,0.5
*CCCCCCCCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(*)C3=O,1.27,GREA,0.5
*c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(Oc5ccc(Sc6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)c2)c1,1.38,GREA,0.5
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,1.303,GREA,0.5
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,1.37,GREA,0.5
*C(=O)NCCCCCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.1869798464999999,GREA,0.5
*c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,1.405,GREA,0.5
*c1ccc(Oc2cccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)cc1,1.445,GREA,0.5
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc1,1.455,GREA,0.5
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(Oc6ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc6)cc5)cc4)cc2)C3=O)cc1,1.43,GREA,0.5
*c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)cc1,1.525,GREA,0.5
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Sc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.465,GREA,0.5
*CCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,1.35,GREA,0.5
*CCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,1.335,GREA,0.5
*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,1.394,GREA,0.5
*C(=O)Nc1cccc(NC(=O)/C=C/c2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,1.2507513055000001,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,1.437,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O,1.479,GREA,0.5
*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.424,GREA,0.5
*c1ccc2c(c1)C(=O)N(c1cc(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1C)C2=O,1.39,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,1.293,GREA,0.5
*c1cc2c(cc1C)-c1cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc1S2(=O)=O,1.372,GREA,0.5
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(C)CC(C)(C)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc43)cc1)C2=O,1.239,GREA,0.5
*OC(=O)CS(=O)(=O)CCS(=O)(=O)CC(*)=O,1.251,GREA,0.5
*OC(=O)CCS(=O)(=O)CCS(=O)(=O)CCC(*)=O,1.471,GREA,0.5
*OC(=O)CCS(=O)(=O)CCC(*)=O,1.372,GREA,0.5
*OC(=O)CS(=O)(=O)Cc1ccc(CS(=O)(=O)CC(*)=O)cc1,1.415,GREA,0.5
*OC(=O)CCS(=O)(=O)Cc1ccc(CS(=O)(=O)CCC(*)=O)cc1,1.529,GREA,0.5
*OC1C(C)(C)C(OC(*)=O)C1(C)C,1.094,GREA,0.5
*Oc1ccc(Cc2ccc(OC(*)=O)cc2)cc1,1.2915,GREA,0.5
*Oc1ccc(Cc2ccc(OC(*)=O)c(C)c2)cc1C,1.25,GREA,0.5
*Oc1ccc(C(C)c2ccc(OC(*)=O)cc2)cc1,1.22,GREA,0.5
*Oc1ccc(C(CCC)c2ccc(OC(*)=O)cc2)cc1,1.17,GREA,0.5
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C(C)C)cc1,1.18,GREA,0.5
*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,1.24,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.1705784005,GREA,0.5
*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2C)c(C)c1,1.26,GREA,0.5
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)cc2)cc1,1.18,GREA,0.5
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=O)cc2)cc1,1.14,GREA,0.5
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,1.295,GREA,0.5
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,1.38,GREA,0.5
*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,1.29,GREA,0.5
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(Cl)c2)cc1Cl,1.24,GREA,0.5
*CCN(*)C(=O)CCCC,1.0475,GREA,0.5
*CCN(*)C(=O)CC(C)C,1.07,GREA,0.5
*CCN(*)C(=O)CCCCC,1.0425,GREA,0.5
*CCN(*)C(=O)CCCCCC,1.025,GREA,0.5
*CCN(*)C(=O)CCCCCCC,1.025,GREA,0.5
*CCN(*)C(=O)c1ccc(C)cc1,1.16,GREA,0.5
*CCN(*)C(=O)c1ccc(Cl)cc1,1.32,GREA,0.5
*C[Si](*)(C)C,0.9185,GREA,0.5
*O[Si](*)(CC)CC,1.02,GREA,0.5
*O[Si](*)(CCC)CCC,0.9925,GREA,0.5
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.59,GREA,0.5
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.69,GREA,0.5
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.63,GREA,0.5
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.54,GREA,0.5
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.4,GREA,0.5
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.45,GREA,0.5
*O[Si](*)(C)C,0.97302,GREA,0.5
*O[Si](*)(C)CCC(F)(F)F,1.4,GREA,0.5
*O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,1.102,GREA,0.5
*[Si](*)(CCCCCC)CCCCCC,1.004,GREA,0.5
*[Si](*)(c1ccccc1)c1ccccc1,1.31,GREA,0.5
*[Si](*)(C)C,0.971,GREA,0.5
*O[Si](O[Si](O[Si](*)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccc(C)cc1,1.145,GREA,0.5
*O[Si](*)(C)CCC,0.916,GREA,0.5
*O[Si](*)(C)CCCCCCCC,0.906,GREA,0.5
*O[Si](*)(C)CC,0.978,GREA,0.5
*N=P(*)(Oc1ccccc1)Oc1ccccc1,1.385,GREA,0.5
*N=P(*)(Oc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,1.3,GREA,0.5
*N=P(*)(OCC(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)F,2.02,GREA,0.5
*N=P(*)(Oc1ccc(F)cc1)Oc1ccc(F)cc1,1.446,GREA,0.5
*N=P(*)(Cl)Cl,2.15,GREA,0.5
*N=P(*)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,1.536,GREA,0.5
*N=P(*)(Oc1ccc(C)c(C)c1)Oc1ccc(C)c(C)c1,1.245,GREA,0.5
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,1.195,GREA,0.5
*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,1.287,GREA,0.5
*N=P(*)(F)F,2.13,GREA,0.5
*N=P(*)(C)C,1.267,GREA,0.5
*c1ccc(C(*)C)cc1,1.155,GREA,0.5
*CCc1ccc(*)cc1,1.14,GREA,0.5
*=C=C=C(CO)C(=*)CO,1.23075,GREA,0.5
*=C=C=C(COC(=O)NCC)C(=*)COC(=O)NCC,1.295,GREA,0.5
*c1ccc(C(F)(F)C(*)(F)F)cc1,1.597,GREA,0.5
*c1ccc2cc(C3C(C(=O)Oc4ccc(Cl)cc4Cl)C(*)C3C(=O)Oc3ccc(Cl)cc3Cl)ccc2c1,1.397,GREA,0.5
*c1ccc(C2C(c3ccccn3)C(*)C2c2ccccn2)cc1,1.282,GREA,0.5
*=C=C=C(CCCCOS(=O)(=O)c1ccc(C)cc1)C(=*)CCCCOS(=O)(=O)c1ccc(C)cc1,1.405,GREA,0.5
*=C=C=C(CCCCOC(=O)NCC)C(=*)CCCCOC(=O)NCC,1.18,GREA,0.5
*CC(*)C1CCCCCC1,0.926,GREA,0.5
*CC(*)C1CCCCC1C,0.9402,GREA,0.5
*CC(*)C1CCC(C(C)(C)C)CC1,0.914,GREA,0.5
*CCC1CC(*)C2C3CC(CC)C(C3)C12,1.01,GREA,0.5
*CC(*)(OC(C)=O)c1ccc(OC(=O)OC)cc1,1.31,GREA,0.5
*CC(*)(OC(C)=O)c1ccc(OC(=O)CC)cc1,1.238,GREA,0.5
*CC(*)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1.223,GREA,0.5
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(C)=O)cc1,1.22,GREA,0.5
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)OC)cc1,1.23,GREA,0.5
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CC)cc1,1.21,GREA,0.5
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1.2,GREA,0.5
*CC(CC(*)(C#N)C#N)c1ccc(OC(C)=O)cc1,1.21,GREA,0.5
*CC(CC(*)(C#N)C#N)c1ccc(F)cc1,1.2,GREA,0.5
*CC(CC(*)(C#N)C#N)c1ccc(Cl)cc1,1.215,GREA,0.5
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,1.18,GREA,0.5
*CC(*)c1cc(OC)c(O)c(OC)c1,0.98,GREA,0.5
*CC(*)c1ccc(Cl)c([N+](=O)[O-])c1,1.45,GREA,0.5
*CC(*)c1ccccc1Br,1.565,GREA,0.5
*CC(*)c1cccc(Br)c1,1.551,GREA,0.5
*CCC(c1ccccc1)C(*)c1ccccc1,0.994865812,GREA,0.5
*CCC1CC(*)C2C3CC(c4ccc(COC(C)CC)cc4)C(C3)C12,1.01,GREA,0.5
*CC(*)[Si](C)(C)C,0.89,GREA,0.5
*/C=C/C(CN)C(*)C(=O)O,1.835,GREA,0.5
*CC/C(Cl)=C(/*)Cl,1.57,GREA,0.5
*=C=C=C(CCOS(=O)(=O)c1ccc(C)cc1)C(=*)CCOS(=O)(=O)c1ccc(C)cc1,1.39,GREA,0.5
*=C=C=C(COC(=O)Nc1ccccc1)C(=*)COC(=O)Nc1ccccc1,1.37,GREA,0.5
*/C(=C(/*)c1ccccc1)c1ccccc1,1.04,GREA,0.5
*=C=C=C(CCCCOC(=O)NC(C)C)C(=*)CCCCOC(=O)NC(C)C,1.165,GREA,0.5
*/C=C/C1CC(*)C([Si](C)(C)C)C1,0.919,GREA,0.5
*/C=C/C1CC(*)C([Si](C)(C)C[Si](C)(C)C)C1,0.93,GREA,0.5
*/C=C(/*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,1.25,GREA,0.5
*/C=C/CC(C*)(C(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)OC12CC3CC(CC(C3)C1)C2,1.128,GREA,0.5
*CC(*)S(=O)c1ccccc1,1.382,GREA,0.5
*CC(*)S(=O)(=O)c1ccccc1,1.244,GREA,0.5
*/C(=C(/*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,0.91,GREA,0.5
*/C=C/C1CC(*)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)F,1.626,GREA,0.5
*CC(*)CO,1.269,GREA,0.5
*/C(=C(/*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,0.99,GREA,0.5
*CC(*)[Si](C)(C)O[SiH](C)C,0.90732,GREA,0.5
*CC(*)n1cncn1,1.132,GREA,0.5
*/C(C)=C(/*)[Ge](C)(C)C,1.15,GREA,0.5
*/C=C/C(C(=O)OCc1ccc(Br)cc1)C(*)C(=O)OCc1ccc(Br)cc1,1.719,GREA,0.5
*C1C2CC(C1*)C([Si](C)(C)C)C2,0.883,GREA,0.5
*c1ccc2c(c1)C(c1ccc(OCC(CC)CCCC)cc1)(c1ccc(OCC(CC)CCCC)cc1)c1cc(-c3ccc4c(c3)C(c3ccccc3)(c3ccc5ccc6cccc7ccc3c5c67)c3cc(*)ccc3-4)ccc1-2,1.04,GREA,0.5
*CC(*)C(=O)SCCC,1.273,GREA,0.5
*CC(*)C(=O)SC(C)C,1.3905,GREA,0.5
*CC(*)C(=O)SC(C)CC,1.3095,GREA,0.5
*CC(*)C(=O)SCC(C)C,1.2295,GREA,0.5
*CC(*)(C)C(=O)OC1CCCC1,1.113,GREA,0.5
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,1.17,GREA,0.5
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,1.189,GREA,0.5
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)F,1.5204,GREA,0.5
*CC(*)(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.7427,GREA,0.5
*CC(*)(C)C(=O)Oc1cccc(C)c1C,1.156,GREA,0.5
*CC(*)C(=O)OCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,1.193,GREA,0.5
*CC(*)(C)C(=O)OCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,1.18,GREA,0.5
*CC(*)C(=O)N(O)c1ccccc1,1.41,GREA,0.5
*CC(*)C(=O)N(O)c1ccc(C)cc1,1.37,GREA,0.5
*CC(*)C(=O)N(O)c1cccc(C)c1,1.4,GREA,0.5
*CC(*)C(=O)N(O)c1ccccc1C,1.26,GREA,0.5
*CC(*)C(=O)N(O)c1ccc(Cl)cc1,1.33,GREA,0.5
*CC(*)C(=O)N(O)c1cccc(Cl)c1,1.41,GREA,0.5
*CC(*)C(=O)N(O)c1ccc(Br)cc1,1.48,GREA,0.5
*CC(*)C(=O)N(O)c1ccc(I)cc1,1.55,GREA,0.5
*CC(*)C(=O)OCCCCCCOc1ccc(/C=N/c2ccc(OCCCCC)cc2)c(O)c1,1.11,GREA,0.5
*CC(*)(C)C(=O)OCC1COC(c2ccccc2)O1,1.252,GREA,0.5
*CC(*)(C)C(=O)OCCC[Si](OC)(OC)OC,1.2331,GREA,0.5
*CC(*)(C)C(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,1.1015,GREA,0.5
*CC(*)(C)C(=O)OCC(O)C1CC(C)(c2ccccc2)C1,1.053,GREA,0.5
*C(C)C(*)C(=O)OCC,1.1,GREA,0.5
*C(C)C(*)C(=O)OCCC,1.07,GREA,0.5
*C(C)C(*)C(=O)OC(C)C,1.05,GREA,0.5
*C(C)C(*)C(=O)OCCCC,1.05,GREA,0.5
*CCC1CC(*)C2C3CC(C12)C(C)(C(=O)OC)C3,1.18,GREA,0.5
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,1.2019272675,GREA,0.5
*CC(*)(C)C(=O)Oc1ccc(/C=C/c2ccccc2)cc1,1.283,GREA,0.5
*CC(*)(C)C(=O)Oc1c(OC)cc(/C=C/c2ccccc2)cc1OC,1.253,GREA,0.5
*CCCC(*)(C)Cl,1.1975,GREA,0.5
*CCCCCCC(Cl)C(*)Cl,1.23,GREA,0.5
*CCC(Cl)C(*)C,1.161,GREA,0.5
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(*)ccc1-2,0.88,GREA,0.5
*OC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)OC3CC4CC(*)CC(C3)O4)cc2)cc1,1.245,GREA,0.5
*OC(=O)Oc1cccc(OC(=O)OC2CC3CC(*)CC(C2)O3)c1,1.273,GREA,0.5
*OC(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)OC3CC4CC(*)CC(C3)O4)cc2)cc1,1.368,GREA,0.5
