SMILES,Tg,FFV,Rg,Density,Tc,Source,id
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O*,,,,,,Kaggle,5539.0
*c1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2)cc1,,0.35373697,,,,Kaggle,5540.0
*CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,,,22.06826429,,,Kaggle,5541.0
*Nc1ccc(C2(c3ccc(N*)cc3)CC=CCC2)cc1,,0.35342761,,,,Kaggle,5542.0
*Cc1ccc(CN(C)C(=O)CCCCCCCCCCCCCCC(=O)N(*)C)cc1,,,,,,Kaggle,5543.0
*C#CC(Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21)=C(*)Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21,,,,,,Kaggle,5544.0
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,0.36148157,18.7163871,,,Kaggle,5545.0
*Nc1ccccc1-c1c(N)ccc2c1ccc1c(-c3ccccc3N)c(N*)ccc12,,0.35843699,,,,Kaggle,5546.0
*Oc1cccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,,0.35247357,,,,Kaggle,5547.0
*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,0.40443369,,,,Kaggle,5548.0
*CC(*)c1ccc(C(C)(O)CC)cc1,,0.37635976,,,,Kaggle,5549.0
*CCCCCOc1ccc(-c2ccc(O*)c3ccccc23)c2ccccc12,,0.36158697,,,,Kaggle,5550.0
*c1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(-c4nnc(*)o4)cc3)c2)cc1,,0.34832358,,,,Kaggle,5551.0
*c1ccc(Cc2ccc(N3C(=O)C4CCC(C5CCC6C(=O)N(*)C(=O)C6C5)CC4C3=O)cc2)cc1,,0.38536816,,,,Kaggle,5552.0
*CC(*)c1ccc(COCCCC)cc1,,0.38801598,,,,Kaggle,5553.0
*Nc1cccc(C#Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,,0.37889334,,,,Kaggle,5554.0
*Nc1ccc([C@H](CCCCC)c2ccc([C@@](CCCC)(c3ccc([C@H](CCCCC)c4ccc(N*)cc4C)cc3)C3CCCCC3)cc2)c(C)c1,,0.38359453,,,,Kaggle,5555.0
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(NC(=O)c5ccc(OC(C)=O)cc5)cc(C(=O)Nc5ccc(*)cc5)c4)cc3)cc2)cc1,,0.34979882,,,,Kaggle,5556.0
*OC1CCC(OC(=O)CCCCCCCCC(*)=O)CC1,,0.35688418,,,,Kaggle,5557.0
*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3ccc(C(c4ccc(NC(=O)c5ccc(*)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1C(C)(C)C,,0.37989241,,,,Kaggle,5558.0
*c1ccc(C2(c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,,0.41356417,,,,Kaggle,5559.0
*Oc1cccc(OC(=O)c2ccc(OC(=O)c3cccc(C(=O)Oc4ccc(C(*)=O)cc4)c3)cc2)c1,,0.33712765,,,,Kaggle,5560.0
*c1ccc(Oc2cccc3c(Oc4ccc(N5C(=O)c6ccc(S(=O)(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cccc23)cc1,,0.38098412,,,,Kaggle,5561.0
*c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,,0.39499825,,,,Kaggle,5562.0
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCCCCCCCC,,0.37281948,,,,Kaggle,5563.0
*NCC(C)N*,,0.31754129,,,,Kaggle,5564.0
*Nc1ccc(C2(c3ccc(N*)cc3)c3ccccc3-c3ccc(C)cc32)cc1,,0.37464154,,,,Kaggle,5565.0
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(CCCCC)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,,,,,,Kaggle,5566.0
*C(=O)OCCN(CCOC(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1,,0.37188038,,,,Kaggle,5567.0
*Nc1ccc(-c2cccc(-c3ccc(N*)cc3)c2)cc1,,0.34163964,,,,Kaggle,5568.0
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)C=Cc1ccco1,,0.3534342,,,,Kaggle,5569.0
*CC(COC(=O)O*)OCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,,0.34394609,,,,Kaggle,5570.0
*C=C(*)C(CCC)[Si](C)(C)CCCCCC,,0.40434862,,,,Kaggle,5571.0
*CCc1ccc(*)c(CC)c1,,0.39486528,,,,Kaggle,5572.0
*c1ccc2c(c1)C(=O)N(c1cc(OCCCC)cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1)C2=O,,0.38373514,,,,Kaggle,5573.0
*OC(=O)C(NC(=O)CCCCCCCCC(=O)NC(C(=O)OC1COC2C(*)COC12)C(C)CC)C(C)CC,,0.35095234,,,,Kaggle,5574.0
*Nc1cccc(-c2cc(-c3ccc(C4(c5ccccc5)c5ccccc5-c5ccccc54)cc3)c(-c3ccc(C4(c5ccccc5)c5ccccc5-c5ccccc54)cc3)c(-c3ccc(C4(c5ccccc5)c5ccccc5-c5ccccc54)cc3)c2N*)c1,,0.38354872,,,,Kaggle,5575.0
*O*CCCCCCCCCC(=O)Oc1ccc(-c2ccc(C(=O)Oc3ccc(C(=O)OC)c(OC(=O)c4ccc(-c5ccc(OC(=O)CCCCCCCCC(*)CO*)cc5)cc4)c3[N+](=O)[O-])cc2)cc1,,0.38046147,,,,Kaggle,5576.0
*Nc1ccc(-c2c(-c3ccccc3)cc(N*)c(C)c2-c2ccccc2)cc1,,0.36604674,,,,Kaggle,5577.0
*Nc1ccccc1-c1cccc(-c2cccc(-c3ccccc3)c2)c1N*,,0.34626289,,,,Kaggle,5578.0
*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccncc2)cc1,,0.36156812,,,,Kaggle,5579.0
*O[Ca]OC(=O)c1ccccc1C(=O)OCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCOC(=O)c1ccccc1C(*)=O,,0.3810089,,,,Kaggle,5580.0
*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(-c3ccc(OC)cc3)cc2)cc1,,0.34280149,,,,Kaggle,5581.0
*CCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,,,20.46241251,,,Kaggle,5582.0
*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)COCC(*)=O)cc2)C(=O)OCCCCCC)cc1,,0.34424319,,,,Kaggle,5583.0
*CC(*)c1ccc(C(C)C)cc1C(C)C,,,10.87873099,,,Kaggle,5584.0
*CCCC(C)(C)CNC(=O)CCCCCC(=O)N*,,0.3440828,,,,Kaggle,5585.0
*OC1C(COC(C)=O)OC(*)C(OC(C)=O)C1O,,0.32163018,,,,Kaggle,5586.0
*C(=O)c1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(C(=O)c5ccc6nc(*)ccc6c5)cc4)c(C)c3C)c(C)c2C)cc1,,0.40570264,,,,Kaggle,5587.0
*c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(N5C(=O)c6ccc(Sc7ccc(Sc8ccc(Sc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,,0.37974001,,,,Kaggle,5588.0
*CC(*)(C)c1ccc(C(C)C)cc1,,0.40109572,12.41984319,,,Kaggle,5589.0
*Nc1ccc(-c2cc(N*)cc(-c3ccc(N)cc3)c2)cc1,,0.34788734,,,,Kaggle,5590.0
*CCCCCCNC(=O)c1cc(C(=O)N*)cc(C(C)(C)C)c1,,0.35198152,,,,Kaggle,5591.0
*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)c(S)c2)cc1S,,0.35876694,,,,Kaggle,5592.0
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCC(*)=O)CC2)CC1,,0.36172537,,,,Kaggle,5593.0
*CC(*)C(=O)N1CCOCC1,,0.340331,11.35819502,,,Kaggle,5594.0
*CC(*)(C)C(=O)OCC(C)(C)C,,,10.91862442,,,Kaggle,5595.0
*C(=O)NCCCCCCCCCCNC(=O)c1cccc(*)n1,,,,,,Kaggle,5596.0
*Nc1cc([N+](=O)[O-])c(NC(=O)CCCCCCC(*)=O)cc1C=Cc1ccc(N(C)C)cc1,,0.34625185,,,,Kaggle,5597.0
*Cc1ccc2oc(=O)c(C(=O)Nc3ccc(C(c4ccc(NC(=O)c5cc6cc(*)ccc6oc5=O)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2c1,,0.34097421,,,,Kaggle,5598.0
*CCCCCCN(CC(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(*)CC(F)(F)C(F)(F)F,,0.33260446,,,,Kaggle,5599.0
*CCCP(CCCNC(=O)CCCCC(=O)N*)c1ccccc1,,0.34331894,,,,Kaggle,5600.0
*CC(*)c1cc(C(=O)OCC)ccc1-c1ccc(OCCCCCCCC)cc1,,0.38076446,,,,Kaggle,5601.0
*CC(*)(Cl)C(=O)OCCC,,,12.27540357,,,Kaggle,5602.0
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2C#N)cc1,,0.37073474,,,,Kaggle,5603.0
*CCCCCCCCCCC(=O)N(*)C,,0.37747863,,,,Kaggle,5604.0
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6C5=O)cc4)cc3)cc2)cc1,,0.36893387,,,,Kaggle,5605.0
*CCC(C)O[Si](C)(C)O*,,0.39779568,,,,Kaggle,5606.0
*Nc1c(CC(C)(C)C)cc2ccccc2c1-c1c(N*)c(CC(C)(C)C)cc2ccccc12,,0.39483113,,,,Kaggle,5607.0
*C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C)c(C)c4)C5=O)cc3)CC3CC2C2CCCC32)cc1,,0.37865395,,,,Kaggle,5608.0
*c1ccc(-c2nc(-c3cccc(-c4nnc(-c5ccccc5)c(*)n4)n3)nnc2-c2ccccc2)cc1,,0.44423251,,,,Kaggle,5609.0
*Oc1ccc(P(C)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,,0.38231831,,,,Kaggle,5610.0
*CC(*)c1cc(C(=O)OCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,,0.38549986,,,,Kaggle,5611.0
*C(C)=C(*)CCCCCCC,,0.40916746,,,,Kaggle,5612.0
*CC(*)C(=O)NC(C)(C)CC(C)=O,,0.33505306,,,,Kaggle,5613.0
*CCCCCCCCCCOc1ccc(N=Cc2ccc(C=Nc3ccc(O*)cc3C)cc2)c(C)c1,,0.38083348,,,,Kaggle,5614.0
*c1c(C)cc(Cc2cc(C)c(N3C(=O)c4ccc(Oc5cccc6c(Oc7ccc8c(c7)C(=O)N(*)C8=O)cccc56)cc4C3=O)c(C)c2)cc1C,,0.39800868,,,,Kaggle,5615.0
*CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(OCC(O)COc3c(C)cc(S(=O)(=O)c4cc(C)c(O*)c(C)c4)cc3C)c(C)c2)cc1C,,0.36996727,,,,Kaggle,5616.0
*CCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,,,,,,Kaggle,5617.0
*Nc1cc(C)c(C2(c3cc(C)c(N*)cc3C)c3ccccc3-c3ccccc32)cc1C,,0.38791749,,,,Kaggle,5618.0
*CCCCNC(=O)C(OC)C(OC)C(=O)N*,,0.32364481,,,,Kaggle,5619.0
*c1cc(C=Nc2ccc3c(c2)c2cc(N=Cc4cc(*)c(O)c(*)c4)ccc2n3CCCC)ccc1O,,0.36995322,,,,Kaggle,5620.0
*CC(*)(CC(=O)OCCOCCOC)C(=O)OCCOCCOC,,0.33439887,,,,Kaggle,5621.0
*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OC4COC5C(*)COC45)cc3)cc2)cc1,,0.33832234,,,,Kaggle,5622.0
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)c2)cc1,,0.35513866,,,,Kaggle,5623.0
*Oc1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccc(-c5ccc(OC(=O)c6ccc(C(*)=O)cc6-c6ccccc6)cc5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,,0.38238683,27.63852935,,,Kaggle,5624.0
*CCOC(=O)C1=CCCCC(N2CCCC2)=C1C(=O)O*,,0.35148816,,,,Kaggle,5625.0
*C=CC1CC(*)C(C(=O)Oc2ccccc2)C1C(=O)Oc1ccccc1,,0.353015,,,,Kaggle,5626.0
*Oc1ccc(Oc2ccc(OC(=O)c3ccc(C(c4ccc(C(*)=O)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,,0.35598766,,,,Kaggle,5627.0
*CCc1ccc(*)s1,,0.39157828,25.29233638,,,Kaggle,5628.0
*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(CC)(CC)C1=O,,0.36982444,,,,Kaggle,5629.0
*Oc1ccc(NC(=O)CCCCC(=O)Nc2ccc(*)cc2)cc1,,0.3339539,,,,Kaggle,5630.0
*CCCP(CCCNC(=O)CCCCCCCCC(=O)N*)c1ccccc1,,,,,,Kaggle,5631.0
*c1cccc(C(=O)c2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)c1,,0.3698895,,,,Kaggle,5632.0
*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)c(C)c4)c4ccccc4-c4ccccc43)cc2C)cc1,,0.42014539,,,,Kaggle,5633.0
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)cc1,,0.37524227,,,,Kaggle,5634.0
*CC(c1ccccc1)C1C(=O)N(CCN(CC)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)C(=O)C1*,,0.36659752,,,,Kaggle,5635.0
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCNC(=O)C(=O)N*,,,21.885982,,,Kaggle,5636.0
*Nc1ccc(C(C)(C)c2ccc(N*)cc2-c2ccccc2)cc1,,0.35615321,,,,Kaggle,5637.0
*CCCCCCCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,,,,,,Kaggle,5638.0
*C=CC1CC(*)C(C#N)([Si](C)(C)O[Si](C)(C)C)C1,,0.43871287,,,,Kaggle,5639.0
*c1cc(C(=O)NCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,0.37595452,,,,Kaggle,5640.0
*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)cc2)cc1,,0.36093422,,,,Kaggle,5641.0
*Nc1ccc(C[C@@H](c2ccccc2)c2ccc(N*)cc2)cc1,,0.35117651,,,,Kaggle,5642.0
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,,0.37430809,,,,Kaggle,5643.0
*Oc1cccc(Oc2ccc(Nc3ccc(Nc4ccc(Nc5ccc(Nc6ccc(*)cc6)cc5)cc4)cc3)cc2)c1C(=O)Nc1ccc(N=Nc2ccccc2)cc1,,,,,,Kaggle,5644.0
*c1cccc(OCCCCCCCCCCCOC(=O)c2ccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc(*)s4)c3)cc2)c1,,0.37334678,,,,Kaggle,5645.0
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(-c4cc(-c5ccccc5)cc(-c5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)n4)c3)cc1)C2=O,,0.37590071,,,,Kaggle,5646.0
*C1CC2CC1C(*)C2CCCCCCCCCC,,,14.39063477,,,Kaggle,5647.0
*C(=O)N(*)CC=C,,,,,,Kaggle,5648.0
*c1ccc(OCCCCCOc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,0.35403674,,,,Kaggle,5649.0
*CCCCCNC(=O)CC(=O)N*,,0.31630581,,,,Kaggle,5650.0
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,,0.38905129,,,,Kaggle,5651.0
*C=CC1CC(*)C(C#N)([Si](C)(C)[Si](C)(C)C)C1,,0.44453599,,,,Kaggle,5652.0
*C(=O)c1ccc(N(*)CCCCCCC)cc1,,0.39237717,,,,Kaggle,5653.0
*c1ccc(C(c2ccc(N(*)c3ccc(C)cc3)cc2)c2ccc([N+](=O)[O-])cc2)cc1,,0.42700988,,,,Kaggle,5654.0
*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5ccccc5-c5ccccc5C(=O)c5ccc(*)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,0.38946752,,,,Kaggle,5655.0
*CCN(*)C(=O)c1cc(F)c(F)cc1F,,0.34420285,,,,Kaggle,5656.0
*CC1CCCC(CN2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)C1,,0.35941978,,,,Kaggle,5657.0
*Nc1ccc(*)cc1CCCCCCCCCCCCCCC,,,16.45604164,,,Kaggle,5658.0
*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(NC(=O)CCCCCC(=O)Nc4ccc(O*)cc4)cc3)cc2)cc1,,0.33850297,,,,Kaggle,5659.0
*CCCCCCOc1ccc(-c2cc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(NC(=O)c4ccc(C(=O)Nc5ccc(-c6c(-c7ccc(-c8ccccc8)cc7)cc(-c7ccc(O*)cc7)cc6-c6ccc(-c7ccccc7)cc6)cc5)cc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c2)cc1,,0.36743587,,,,Kaggle,5660.0
*C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)(C(F)(F)F)C(F)(F)F)cc2)C3=O)cc(C(C)(C)C)c1,,0.38923634,,,,Kaggle,5661.0
*Nc1noc2nc3c(C(=O)OCC)cc(C(=O)c4ccccc4)c(N)c3c(N*)c12,,0.33255113,,,,Kaggle,5662.0
*c1cc(C=Nc2ccc3c(c2)c2cc(N=Cc4cc(*)c(O)c(*)c4)ccc2n3CCCCCCCCCCCC)ccc1O,,0.37679256,,,,Kaggle,5663.0
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2[Si](C)(C)C)c([Si](C)(C)C)c1,,0.39362302,,,,Kaggle,5664.0
*Oc1ccc(OC(=O)c2cccc(Sc3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(Sc6cccc(C(*)=O)c6)cc5)cc4)cc3)c2)cc1-c1ccccc1,,0.36413304,,,,Kaggle,5665.0
*CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O*,,,22.64614546,,,Kaggle,5666.0
*Nc1ccc(-c2ccc(N*)c(-c3ccccc3)c2-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,,0.37552726,,,,Kaggle,5667.0
*CC(F)(F)C1(F)C(*)CC(O)(C(F)(F)F)C1(F)F,,0.30442544,,,,Kaggle,5668.0
*Oc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(Oc5ccc(C(=O)c6ccc(*)c(C(C)C)c6)cc5)cc4)cc3)cc2C(C)C)cc1,,0.3952199,,,,Kaggle,5669.0
*Nc1c(F)c(F)c(N*)c(F)c1F,,0.32203175,,,,Kaggle,5670.0
*CC(C)(C)COC(=O)O*,,0.35059905,,,,Kaggle,5671.0
*CCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,,0.36937148,,,,Kaggle,5672.0
*CC(*)c1ccc(Cl)c(F)c1,,,,,,Kaggle,5673.0
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,,0.35644883,,,,Kaggle,5674.0
*Nc1ccc([C@]2(C)CC(C)(C)c3cc(N*)ccc32)cc1,,0.365803385,,,,Kaggle,5675.0
*Oc1c(C(=O)Oc2ccc(OC(=O)c3ccc4ccccc4c3Oc3nc(*)nc(N4CCCCC4)n3)cc2)ccc2ccccc12,,,,,,Kaggle,5676.0
*C=C(*)c1ccccc1[Si](C)(C)C,,0.43881448,,,,Kaggle,5677.0
*CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1*,,0.37602495,,,,Kaggle,5678.0
*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(N8C(=O)c9ccc(*)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,,0.36739248,,,,Kaggle,5679.0
*CC(*)(C)C(=O)OC1CCCCC1C(C)(C)C,,0.39683141,,,,Kaggle,5680.0
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)CC(=O)N(*)C6=S)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,,0.39690658,,,,Kaggle,5681.0
*c1ccc(C2(c3ccc(N4C(=O)C(c5ccccc5)=C(c5ccc(C6=C(c7ccccc7)C(=O)N(*)C6=O)cc5)C4=O)cc3)c3ccccc3-c3ccccc32)cc1,,0.42593569,,,,Kaggle,5682.0
*Nc1ccc(/C=C/c2ccc(N*)c(-c3ccc4ccccc4c3)c2-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc2ccccc2c1,,0.37000522,,,,Kaggle,5683.0
*Nc1ccccc1-c1c(N)c(N)c(-c2ccccc2N)c(-c2ccccc2N)c1-c1ccccc1N*,,0.31405732,,,,Kaggle,5684.0
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(-c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,,0.36540863,,,,Kaggle,5685.0
*Nc1cccc(-c2cccc(-c3cccc(N)c3)c2-c2cccc(N*)c2)c1,,0.35421263,,,,Kaggle,5686.0
*Nc1c(N*)c(-c2ccccc2)c2ccccc2c1-c1ccccc1,,0.35701914,,,,Kaggle,5687.0
*CC(COC(=O)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1)O*,,0.34283926,,,,Kaggle,5688.0
*CC(CC)(CCl)CO*,,0.37740492,,,,Kaggle,5689.0
*c1ccc(C=C(C#N)c2cc(OCCCCCCCC)c(C(C#N)=Cc3ccc(N(*)c4ccccc4)cc3)cc2OCCCCCCCC)cc1,,0.40051472,,,,Kaggle,5690.0
*N=C1c2ccccc2C(=Nc2ccc(*)cc2)c2ccccc21,,,,,,Kaggle,5691.0
*Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(*)c(C)c6)cc5C)cc4)cccc23)cc1,,0.3844626,,,,Kaggle,5692.0
*CC(*)c1ccc([Si](C)(C)O[Si](C)(C)C)cc1,,0.45403849,,,,Kaggle,5693.0
*C(=O)OCC(COc1ccc(N=Nc2ccc(C#N)cc2)cc1)OC(=O)c1ccc(*)s1,,0.36682863,,,,Kaggle,5694.0
*Nc1ccc(-c2c(C)c(-c3ccccc3)c(N*)c(-c3ccccc3)c2-c2ccccc2)c(C)c1-c1ccccc1,,0.38234636,,,,Kaggle,5695.0
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(*)c(C(F)(F)F)c5)cc4)cc3C(F)(F)F)cc2)cc1,,0.38323456,,,,Kaggle,5696.0
*Nc1ccc2c(c1)/C(=C/c1ccccc1N*)c1ccccc1-2,,0.35465087,,,,Kaggle,5697.0
*CCCCCCN1C(=O)c2ccc(C(=O)Nc3ccc(S(=O)(=O)c4cccc(NC(=O)c5ccc6c(c5)C(=O)N(*)C6=O)c4)cc3)cc2C1=O,,0.34528361,,,,Kaggle,5698.0
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CC3CC2C2CCCC32)cc1,,0.37879602,,,,Kaggle,5699.0
*c1ccc2oc(-c3ccc(Oc4ccc(-c5nc6cc(C(*)(C(F)(F)F)C(F)(F)F)ccc6o5)cc4)cc3)nc2c1,,0.41418077,,,,Kaggle,5700.0
*CCCCCCCCNC(=O)CCCCCCCC(=O)N*,,,19.77502946,,,Kaggle,5701.0
*CC(*)c1cc(C(=O)Oc2ccc(OCCCC)cc2)ccc1C(=O)Oc1ccc(OCCCC)cc1,,0.36628846,,,,Kaggle,5702.0
*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C(*)=O)cc4)cc3)c(-c3ccccc3)c2)cc1-c1ccccc1,,0.37083826,,,,Kaggle,5703.0
*=CC#C[Si](C#CC=NN=*)(c1ccccc1)c1ccccc1,,,,,,Kaggle,5704.0
*CCCCCCCCCCCCC(=O)O*,,0.38106509,,,,Kaggle,5705.0
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.31898609,,,,Kaggle,5706.0
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4cccc(Oc5c(C)cc(-c6cc(C)c(Oc7cccc8c7C(=O)N(*)C8=O)c(C)c6)cc5C)c4C3=O)c(C)c2)cc1C,,0.39657814,,,,Kaggle,5707.0
