,SMILES,Tg,FFV,Rg,Density,Tc,id
35930,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,,,19.35141962,1.710360798,0.104992442,35930
35931,*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,,,21.33372586,1.687186152,0.096025647,35931
35932,*C(OC(F)(F)F)C(*)(F)F,,,19.9989679,1.726335987,0.113432798,35932
35933,*C(F)C(*)(F)OC(F)(F)F,,,20.02561571,1.750235753,0.115882336,35933
35934,*C(F)(F)C(*)(F)OC(F)(F)F,,,19.64902543,1.816452345,0.11540703,35934
35935,*CC(*)OCC(C)(C)CC,,,15.13911828,0.882730644,0.235379261,35935
35936,*CC(*)SC,,,18.25753526,1.078850613,0.202535215,35936
35937,*CC(*)OCCC,,,16.23770054,0.936310658,0.240692237,35937
35938,*CC(*)(F)C(C)=O,,,18.13593146,1.193983784,0.210118729,35938
35939,*CC(*)C(=O)c1ccccc1,,,15.31568423,1.110644943,0.183250902,35939
35940,*CC(*)C(=O)c1ccc(Br)c(OC)c1,,,16.36128939,1.468622958,0.149327416,35940
35941,*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,,,13.87581719,0.988687181,0.231159229,35941
35942,*CC(*)C(=O)c1ccc(Cl)cc1,,,16.72379022,1.226369324,0.143955688,35942
35943,*CC(*)C(=O)c1ccc(CC)cc1,,,14.9218365,1.047672656,0.231546443,35943
35944,*CC(*)C(=O)c1ccc(C(C)C)cc1,,,14.91122347,1.019792447,0.236631114,35944
35945,*CC(*)C(=O)c1ccc(OC)cc1,,,15.75625012,1.136336939,0.228482209,35945
35946,*CC(*)C(=O)c1ccc(C)c(C)c1,,,15.23129023,1.036462114,0.223876284,35946
35947,*CC(*)C(=O)c1ccc(CCC)cc1,,,14.16661987,1.024315343,0.233892305,35947
35948,*CC(*)C(=O)c1ccc(C)cc1,,,14.51530897,1.063196689,0.217537979,35948
35949,*CC(*)OC(=O)c1ccccc1OC(C)=O,,,14.76297702,1.204681933,0.217738726,35949
35950,*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,,,16.00551203,1.202322505,0.24818347,35950
35951,*CC(*)OC(=O)CCCC(=O)c1ccccc1,,,14.04169185,1.150898047,0.238763693,35951
35952,*CC(*)OC(=O)c1cccc(Br)c1,,,17.42336725,1.54660293,0.137957273,35952
35953,*CC(*)OC(=O)c1ccc(Br)cc1,,,17.15031322,1.536350906,0.139742427,35953
35954,*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,,,14.64612907,1.143061228,0.25604142,35954
35955,*CC(*)OC(=O)c1ccccc1Cl,,,15.50848092,1.293059527,0.171958387,35955
35956,*CC(*)OC(=O)c1cccc(Cl)c1,,,16.34133778,1.263058501,0.153320971,35956
35957,*CC(*)OC(=O)c1ccc(Cl)cc1,,,16.98206714,1.266340181,0.15531743,35957
35958,*CC(*)OC(=O)C1CCCCC1,,,15.02904936,1.019054854,0.215272882,35958
35959,*CC(*)OC(=O)CC1CCCCC1,,,12.23054725,1.017496565,0.222720187,35959
35960,*CC(*)OC(=O)CCCC1CCCCC1,,,12.62513355,0.995240688,0.244722191,35960
35961,*CC(*)OC(=O)c1ccc(OCC)cc1,,,13.56211229,1.124221099,0.229699129,35961
35962,*CC(*)OC(=O)c1ccc(CC)cc1,,,14.34170528,1.071863376,0.231673795,35962
35963,*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,,,17.42126843,1.641934973,0.124821014,35963
35964,*CC(*)OC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,,,16.75338469,1.672175033,0.099404761,35964
35965,*CC(*)NC(=O)OC(C)(C)C,,,14.77361587,1.015667029,0.240864603,35965
35966,*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,14.59173807,1.802612793,0.117620774,35966
35967,*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,15.70594894,1.72120682,0.117573176,35967
35968,*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,15.20088875,1.765573426,0.118403797,35968
35969,*CC(*)OC(=O)C(F)(F)C(F)(F)F,,,17.81853544,1.581055156,0.134381971,35969
35970,*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,16.73509919,1.679400325,0.117895156,35970
35971,*CC(*)OC(=O)c1ccncc1,,,16.11159845,1.195060965,0.194295907,35971
35972,*CC(*)OC(=O)c1ccc(C(C)C)cc1,,,13.82745897,1.047680586,0.241150434,35972
35973,*CC(*)OC(=O)C(C)(C(C)C)C(C)C,,,14.19923629,0.922754666,0.212645982,35973
35974,*CC(*)OC(=O)c1ccccc1OC,,,15.67895442,1.184683625,0.216310624,35974
35975,*CC(*)OC(=O)c1cccc(OC)c1,,,16.70882815,1.172022242,0.21828481,35975
35976,*CC(*)OC(=O)c1ccc(OC)cc1,,,15.38539351,1.170671465,0.222833617,35976
35977,*CC(*)OC(=O)c1ccccc1C,,,15.97265841,1.128727674,0.223566569,35977
35978,*CC(*)OC(=O)c1cccc(C)c1,,,16.20375695,1.110950878,0.210139794,35978
35979,*CC(*)OC(=O)c1ccc(C)cc1,,,14.74333207,1.099096797,0.205615125,35979
35980,*CC(*)OC(=O)CC(C)(C)c1ccccc1,,,13.51269818,1.066509964,0.205542847,35980
35981,*CC(*)OC(=O)C(C)(C)CCC,,,15.07129891,0.945730555,0.219638957,35981
35982,*CC(*)OC(=O)C(C)(C)C(C)(C)CC,,,14.05682565,0.923293691,0.20834975,35982
35983,*CC(*)OC(=O)C(C)(C)C(C)C(C)C,,,13.98572797,0.928292734,0.21225308,35983
35984,*CC(*)OC(=O)C(C)(C)CC(C)(C)C,,,13.93020611,0.930642496,0.214976534,35984
35985,*CC(*)OC(=O)c1cccnc1,,,16.3670213,1.216930022,0.195169036,35985
35986,*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,,,16.31690789,1.282622037,0.196771713,35986
35987,*CC(*)OC(=O)CCCCCCC,,,14.47773716,0.953535589,0.270802383,35987
35988,*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,,,17.72320981,1.622288206,0.105366502,35988
35989,*CC(*)OC(=O)CCl,,,18.24518341,1.372301072,0.218868603,35989
35990,*CC(*)c1cccs1,,,19.19072991,1.168228212,0.196546556,35990
35991,*CC(*)OCCCl,,,17.81288149,1.248858545,0.187521218,35991
35992,*CC(*)OCCOC,,,16.18817273,1.063567732,0.251788875,35992
35993,*CC(*)OCC(F)(F)F,,,17.93910128,1.388732116,0.150868966,35993
35994,*CC(*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,,,12.43461106,0.966492654,0.268835353,35994
35995,*CC(*)OC(=O)C1CCCC1,,,14.7548975,1.053718158,0.23014149,35995
35996,*CC(*)OC(=O)C1(C)CCCCC1,,,13.92155481,0.984240621,0.199836391,35996
35997,*CC(*)P(=O)(c1ccccc1)c1ccccc1,,,15.04474841,1.098076282,0.152952702,35997
35998,*CC(*)P(=O)(OCC)N(C)C,,,15.14797137,1.112277991,0.207524248,35998
35999,*CC(*)P(=O)(Oc1ccccc1)N(C)C,,,15.53040062,1.160587206,0.193867563,35999
36000,*CC(*)c1nc(C)nc(C)n1,,,14.95789187,1.064103146,0.263398106,36000
36001,*CC(*)OC(=O)CCCCCCCCC,,,13.85669729,0.93553504,0.286467814,36001
36002,*CC(*)OC(=O)CCCCC,,,14.65998256,0.977136755,0.259631398,36002
36003,*C1Cc2ccccc2C1*,,,16.42259175,0.984516179,0.161666133,36003
36004,*CC(OC)C1C(=O)OC(=O)C1*,,,20.79601126,1.250206826,0.21637842,36004
36005,*CC(OC)C(C(=O)O)C(*)C(=O)O,,,19.12296171,1.266513017,0.302701509,36005
36006,*CCCC=C(*)c1ccc(OC)cc1,,,15.88913504,1.035052361,0.225130935,36006
36007,*CCCC=C(*)c1ccccc1,,,16.84772914,1.00581957,0.210673224,36007
36008,*CCCC=C(*)c1ccc(Cl)cc1,,,17.27192053,1.123124794,0.170800563,36008
36009,*CC(*)CNc1ccc([N+](=O)[O-])cc1,,,15.69852344,1.230823085,0.252535899,36009
36010,*CC(*)CNc1ccc([N+](=O)[O-])cn1,,,15.16948533,1.274317315,0.238277713,36010
36011,*CC(*)CNc1ccc([N+](=O)[O-])cc1C,,,14.85666076,1.182212775,0.245603324,36011
36012,*CC(*)CNc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,,15.44845766,1.382048926,0.206534587,36012
36013,*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,15.62776691,1.348505594,0.236441097,36013
36014,*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,,14.7432634,1.050442559,0.263259921,36014
36015,*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,,,16.22330035,1.041611942,0.268797476,36015
36016,*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,,,14.45758979,1.03779286,0.2621942,36016
36017,*CC(*)N1CCNC1,,,15.06593322,1.079195126,0.239553034,36017
36018,*CC(*)OCCCCCCCCCCCCCCCCCC,,,13.75909532,0.863937237,0.364697261,36018
36019,*CC(*)OC(=O)c1ccc(C#N)cc1,,,15.78934931,1.163856974,0.188964216,36019
36020,*CC(*)OCC(C)(C)CC(C)C,,,14.2455368,0.892796096,0.254371124,36020
36021,*C(F)(F)C(*)(F)OC(F)C(F)F,,,18.71840322,1.696241974,0.143872872,36021
36022,*CC(*)C(=O)c1ccc(Br)cc1,,,16.02566915,1.516763156,0.12605159,36022
36023,*CC(*)OC(=O)CC1CCCC1,,,13.87715062,1.046233355,0.236625928,36023
36024,*CC(*)N1CCCC1=O,,,16.23853098,1.094286524,0.236040386,36024
36025,*CCC1CC2C(CC(*)C2OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,,15.22602842,1.041845873,0.248651693,36025
36026,*CC(*)C(=O)O,,,18.71447491,1.303707229,0.351557632,36026
36027,*CC(*)C(=O)OC,,,18.53319803,1.129183952,0.249473618,36027
36028,*CC(*)C(=O)OCC,,,16.84660274,1.064568208,0.261966182,36028
36029,*CC(*)C(=O)OCCC,,,17.26959447,1.030160522,0.245170112,36029
36030,*CC(*)C(=O)OC(C)C,,,16.46496186,1.018190946,0.251403563,36030
36031,*CC(*)C(=O)OCCCC,,,15.85093378,1.001402306,0.255094023,36031
36032,*CC(*)C(=O)OCC(C)C,,,15.74079932,0.997194883,0.241958713,36032
36033,*CC(*)C(=O)OC(C)(C)C,,,16.03282719,0.971035325,0.228960032,36033
36034,*CC(*)C(=O)OCCCCCC,,,14.943675,0.963879959,0.259092425,36034
36035,*CC(*)C(=O)OCCCCCCC,,,14.77447829,0.948837806,0.258296751,36035
36036,*CC(*)C(=O)OCCCCCCCC,,,14.09828696,0.942140506,0.283339543,36036
36037,*CC(*)C(=O)OCCCCCCCCCCCC,,,13.68458172,0.913403657,0.309141226,36037
36038,*CC(*)C(=O)OCCCCCCCCCCCCCC,,,13.27992216,0.905452429,0.313712263,36038
36039,*CC(*)C(=O)OCCCCCCCCCCCCCCCC,,,13.6699298,0.898806002,0.333661973,36039
36040,*CC(*)C(=O)OCCCCCCCCCCCCCCCCCC,,,14.03382495,0.89196107,0.332315444,36040
36041,*CC(*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,,,14.5176678,0.884876752,0.358016945,36041
36042,*CC(*)C(=O)OCC=C,,,16.63317236,1.087141868,0.263380595,36042
36043,*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,,,13.53478497,0.986288422,0.208176754,36043
36044,*CC(*)C(=O)OCC(F)(F)F,,,17.41967846,1.418541441,0.164710423,36044
36045,*CC(*)C(=O)OCC(F)(F)C(F)(F)F,,,16.89967025,1.493383044,0.143562058,36045
36046,*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,,,17.53091845,1.536822752,0.132233355,36046
36047,*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,,,16.89930197,1.597661628,0.115357789,36047
36048,*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,,,17.4877483,1.596822382,0.108082679,36048
36049,*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,,,17.52869422,1.633953683,0.102567279,36049
36050,*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,,,15.95493816,1.535446377,0.149880398,36050
36051,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,,,16.17765228,1.563652716,0.134586462,36051
36052,*CC(*)(C)C(=O)OC,,,17.75408992,1.033055843,0.214253377,36052
36053,*CC(*)(C)C(=O)OCC,,,17.04579674,0.990367795,0.214601581,36053
36054,*CC(*)(C)C(=O)OCCC,,,16.19729792,0.989428412,0.217185653,36054
36055,*CC(*)(C)C(=O)OC(C)C,,,16.7947377,0.953690368,0.212297791,36055
36056,*CC(*)(C)C(=O)OCCCC,,,15.55524532,0.977791197,0.223797866,36056
36057,*CC(*)(C)C(=O)OC(C)CC,,,15.49147687,0.946334214,0.219748019,36057
36058,*CC(*)(C)C(=O)OCC(C)C,,,15.30603285,0.96194342,0.211663838,36058
36059,*CC(*)(C)C(=O)OC(C)(C)C,,,16.20809979,0.912409902,0.199032877,36059
36060,*CC(*)(C)C(=O)OCCCCCC,,,14.66868863,0.953772359,0.247136147,36060
36061,*CC(*)(C)C(=O)OCCCCCCCC,,,14.55134418,0.934650547,0.263447418,36061
36062,*CC(*)(C)C(=O)OCCCCCCCCCCCC,,,13.39340415,0.910290248,0.297503097,36062
36063,*CC(*)(C)C(=O)OC1CCCCC1,,,14.59071673,0.972678461,0.188801438,36063
36064,*CC(*)(C)C(=O)Oc1ccccc1,,,15.47850817,1.099424256,0.192736665,36064
36065,*CC(*)(C)C(=O)OCc1ccccc1,,,14.93752811,1.091824545,0.196260903,36065
36066,*CC(*)(C)C(=O)OCCBr,,,17.47188732,1.508509344,0.156664784,36066
36067,*CC(*)(C)C(=O)OCc1ccccc1Cl,,,16.36566282,1.18896235,0.165076796,36067
36068,*CC(*)(C)C(=O)OCCO,,,16.14206295,1.134422469,0.250973925,36068
36069,*CC(*)(C)C(=O)OCCN(C)C,,,14.82278012,1.036064242,0.241329136,36069
36070,*CC(*)C(N)=O,,,17.78837154,1.263155414,0.444629702,36070
36071,*CC(*)C(=O)NC(C)C,,,15.97303008,1.008805527,0.262015599,36071
36072,*CC(*)C(=O)OC(CC)CC,,,15.29508313,0.9720182,0.245278243,36072
36073,*CC(*)C(=O)OC1CCCCC1,,,13.82399801,1.016583768,0.215312167,36073
36074,*CC(*)C(=O)OCC(C)(C)C,,,15.26310416,0.963513972,0.235321696,36074
36075,*CC(*)C(=O)OCCC#N,,,17.15727746,1.158051852,0.249017898,36075
36076,*CC(*)C(=O)N1CCCCC1,,,14.57926593,1.040542744,0.224880389,36076
36077,*CC(*)C(=O)N1CCOCC1,,,13.76267889,1.139923204,0.212390136,36077
36078,*CC(*)C(=O)Oc1ccccc1,,,16.36247995,1.159695123,0.204691395,36078
36079,*CC(*)C(=O)Oc1ccc(OC)cc1,,,14.62669406,1.172544176,0.230448188,36079
36080,*CC(*)C(=O)Oc1ccccc1C(=O)OC,,,14.82615356,1.217023565,0.219785117,36080
36081,*CC(*)C(=O)Oc1ccccc1C(=O)OCC,,,13.19656261,1.174569494,0.218273906,36081
36082,*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,,,15.68591994,1.206588234,0.234531676,36082
36083,*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,,,13.88062741,1.166635876,0.235991614,36083
36084,*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,,,13.6680908,1.200460801,0.246881391,36084
36085,*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,,,14.69725119,1.168794946,0.254460099,36085
36086,*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,,,14.15047761,1.126542992,0.269375988,36086
36087,*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,,,15.0865752,1.152249555,0.225714507,36087
36088,*CC(*)C(=O)OCc1ccccc1,,,15.74589379,1.135763036,0.203084164,36088
36089,*CC(*)C(=O)OCCc1ccccc1,,,14.37769261,1.114090612,0.218359976,36089
36090,*CC(*)C(=O)Oc1cccc(N(C)C)c1,,,14.20765792,1.15007506,0.265857865,36090
36091,*CC(*)C(=O)Oc1ccc(C#N)cc1,,,16.75532154,1.183986714,0.217648606,36091
36092,*CC(*)C(=O)OCc1ccc(C#N)cc1,,,14.9381318,1.150101385,0.206123134,36092
36093,*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,,,16.96300774,1.36901816,0.148391912,36093
36094,*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,,18.46545024,1.559789955,0.103950173,36094
36095,*CC(*)C(=O)N(C)C,,,16.21765411,1.073801453,0.254840576,36095
36096,*CC(*)(C)C(=O)OCCOC,,,15.73833492,1.090293836,0.229867686,36096
36097,*CC(*)(C)C(=O)OCC(C)O,,,14.81784724,1.091888654,0.247322516,36097
36098,*CC(*)(C)C(=O)OCCC#N,,,16.86981314,1.090917117,0.215065114,36098
36099,*CC(*)(C)C(=O)OCCO[N+](=O)[O-],,,16.05424523,1.264027777,0.219332193,36099
36100,*CC(*)(C)C(=O)OCCS(=O)CC,,,15.40401899,1.144553412,0.23559466,36100
36101,*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,,,15.89822091,1.116884827,0.207428616,36101
36102,*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,,,15.9622621,1.164528174,0.243504441,36102
36103,*CC(*)(CC)C(=O)OCC,,,18.68941169,0.972122176,0.205025977,36103
36104,*CC(*)(CC(=O)OCC)C(=O)OCC,,,16.45393479,1.072165826,0.226726356,36104
36105,*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,,,14.1560318,1.022044666,0.23939117,36105
36106,*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,,,10.36673786,0.987497028,0.173081052,36106
36107,*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,,,11.11893161,1.013959173,0.205021412,36107
36108,*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,,,11.63447878,1.008079519,0.217195568,36108
36109,*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,,,11.12507079,1.006667282,0.238263021,36109
36110,*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,,,14.74432802,1.158608395,0.188229452,36110
36111,*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,,,14.63808686,1.151577723,0.203256306,36111
36112,*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,,,14.03345744,1.130052948,0.202653643,36112
36113,*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,,,12.40911496,1.119451787,0.210081521,36113
36114,*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,,,16.42669939,1.126426327,0.199831364,36114
36115,*CC(*)(CC(=O)OC)C(=O)OC,,,17.1353479,1.129334605,0.211788328,36115
36116,*C(*)C(=O)OCC,,,17.34823087,1.092477839,0.225814865,36116
36117,*C(*)C(=O)OC,,,19.45199837,1.150760389,0.222112653,36117
36118,*C(*)C(=O)OCCC,,,15.96646564,1.065852977,0.244933508,36118
36119,*CC(*)(CC(=O)OCCC)C(=O)OCCC,,,15.63947186,1.041623299,0.225769616,36119
36120,*CC(*)C(=O)OCCO,,,16.61684144,1.225132744,0.297878745,36120
36121,*CC(*)(CCC(C)C(=O)OC)C(=O)OC,,,17.37339911,1.042726823,0.238137173,36121
36122,*CC(*)C(=O)OC1CCCCCCCCCCC1,,,12.91952215,0.962713613,0.245455632,36122
36123,*CC(*)Cl,,,21.7175127,1.332667324,0.142730624,36123
36124,*CC(*)(F)F,,,20.87421955,1.54254368,0.148188116,36124
36125,*CC(*)(Cl)Cl,,,22.97672238,1.610770482,0.096200541,36125
36126,*C(F)C(*)(F)F,,,22.28822049,1.798577625,0.14138687,36126
36127,*C(F)(F)C(*)(F)F,,,27.21222202,1.914482486,0.19501973,36127
36128,*C(F)(F)C(*)(F)Cl,,,26.56092558,1.892081877,0.119922243,36128
36129,*CCC=C(*)Cl,,,19.63529215,1.195057514,0.156164169,36129
36130,*C(F)(F)C(*)(F)C(F)(F)F,,,19.83463914,1.790591386,0.082200976,36130
36131,*CC/C=C(/*)C,,,22.18117603,0.883356872,0.304049871,36131
36132,*CC/C=C(\*)C,,,17.87821455,0.879252837,0.232021285,36132
36133,*CC/C=C(/*)Cl,,,18.49567386,1.20676381,0.170304562,36133
36134,*CC/C=C(\*)Cl,,,20.03932556,1.197366557,0.150572404,36134
36135,*CC(*)C=C,,,20.09722775,0.865584799,0.273513817,36135
36136,*CCC=C(*)C,,,17.45895747,0.879267279,0.231880959,36136
36137,*CCO*,,,22.24965117,1.105420268,0.228362211,36137
36138,*CC(C)O*,,,18.4423755,1.011307994,0.239033549,36138
36139,*CC(CCl)O*,,,18.49280872,1.33405247,0.164668029,36139
36140,*CCCCO*,,,23.370366,0.972439816,0.280752907,36140
36141,*Oc1c(C)cc(*)cc1C,,,21.42740519,1.005290106,0.250026591,36141
36142,*Oc1c(OC)cc(*)cc1OC,,,20.19618766,1.179002973,0.240386045,36142
36143,*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,,,21.66382538,1.070064482,0.184951114,36143
36144,*C(=O)OCCOC(=O)c1ccc(*)o1,,,22.59738265,1.294258311,0.228261215,36144
36145,*CCOCCOC(=O)c1cccc(C(=O)O*)c1,,,21.09386476,1.245569001,0.215430956,36145
36146,*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,,,21.1446178,1.239214752,0.247366967,36146
36147,*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,,,23.20013793,1.19443613,0.250970317,36147
36148,*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,,,25.31389976,1.224593369,0.300233168,36148
36149,*Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,,,21.83245174,1.28108858,0.203838738,36149
36150,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,,,20.79276693,1.170201666,0.210272564,36150
36151,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,,,23.02354954,1.212082381,0.211169803,36151
36152,*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,,,21.19901191,1.10386877,0.22967917,36152
36153,*CC1CC(*)OC(CCC)O1,,,19.21617746,1.00771137,0.253400518,36153
36154,*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,,,24.41255742,1.198377884,0.28329363,36154
36155,*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,,,20.49677924,1.288531372,0.169806655,36155
36156,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,,,21.28766673,1.323061114,0.162123893,36156
36157,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,,,21.15608167,1.070009763,0.207453817,36157
36158,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,,,23.18968694,1.222343047,0.234731231,36158
36159,*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,,,22.98608467,1.248920055,0.229938844,36159
36160,*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,,,70.702021,1.247908509,,36160
36161,*CCOCC(=O)O*,,,21.29511654,1.268466225,0.238989416,36161
36162,*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,,,22.65495181,1.215132769,0.253846443,36162
36163,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,,,21.67035495,1.236059497,0.213575422,36163
36164,*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,,,20.85561007,1.118434945,0.272492356,36164
36165,*CS*,,,27.88017234,1.336947333,0.14812712,36165
36166,*CCS*,,,23.8934095,1.177956772,0.22117529,36166
36167,*CCCSS*,,,23.48494002,1.238118081,0.150655425,36167
36168,*Sc1ccc(*)cc1,,,21.34392044,1.261029827,0.165856187,36168
36169,*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,,,23.7127317,1.293120554,0.215699363,36169
36170,*CCOC(=O)CCC(=O)O*,,,20.40812175,1.246335829,0.237840575,36170
36171,*CCCCOC(=O)CCC(=O)O*,,,19.85275311,1.154960967,0.239020305,36171
36172,*CCOC(=O)CCCCCCCCC(=O)O*,,,22.1750025,1.057392621,0.257154282,36172
36173,*CCCCCCOC(=O)CCCCCCCCC(=O)O*,,,20.55517675,1.007846324,0.281178878,36173
36174,*CCOC(=O)c1ccc(C(=O)O*)cc1,,,21.6689472,1.261154371,0.235166491,36174
36175,*CCOC(=O)c1cccc(C(=O)O*)c1,,,19.62141303,1.261721783,0.200585896,36175
36176,*CCCCOC(=O)c1ccc(C(=O)O*)cc1,,,21.91826774,1.189183518,0.25637618,36176
36177,*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,,,22.11416293,1.133047244,0.254809517,36177
36178,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,25.57931981,1.155215268,0.27751155,36178
36179,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,,23.08507097,1.151161684,0.244415588,36179
36180,*CCOC(=O)c1ccc2ccc(C(=O)O*)cc2c1,,,21.80855916,1.252920519,0.22543537,36180
36181,*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,,21.86542178,1.247957049,0.225246348,36181
36182,*CCCCOC(=O)CCCCC(=O)O*,,,20.723239,1.098279802,0.259346678,36182
36183,*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,,,21.22118718,1.142864316,0.216708127,36183
36184,*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,,,19.7972434,1.280732292,0.212331447,36184
36185,*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,,,20.47352108,1.278256039,0.211562934,36185
36186,*CCCCCC(=O)O*,,,21.36174711,1.05306867,0.249772695,36186
36187,*CCCOC(=O)c1ccc(C(=O)O*)cc1,,,21.9703172,1.225085012,0.241216197,36187
36188,*Oc1ccc(-c2ccc(OC(=O)CCCCCC(*)=O)cc2)cc1,,,27.00434671,1.161102833,0.265574997,36188
36189,*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,,,29.01333974,1.147470002,0.283829933,36189
