smiles,Rg
*NC(=O)CCCCCCCCCC*,22.4146759
*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,17.52869422
*NC(=O)CCCCC(=O)NCCCCCC*,21.88591097
*C(C*)C(C)C,16.58024304
*C(C*)C(=O)O,18.71447491
*C=CCCCCCC*,20.5890575
*CCCCCCCCCC(=O)N*,22.00464482
*C(C*)OC(=O)C(F)(F)F,18.81227568
*CCCCCCOC(=O)CCCCCCCC(=O)O*,20.88840996
*C(C*)OCC(F)(F)F,17.93910128
*C(C*)(CC)C,16.87721653
*/C=C/C(C*)C(CC)C,16.7271141
*CCCCCCS(*)(=O)=O,22.47169724
*CCCCCCCCC(=O)N*,21.56839033
*CCCCCCCCCCCCSC(=O)S*,23.45939303
*C(C(*)(F)F)(OC(F)(F)F)F,19.64902543
*/C=C/CC*,22.53469118
*/C=C\CC*,20.39705577
*C=CCC*,22.35804209
*OC(=O)CCCCCCCCC(=O)OCC*,22.1750025
*C(C(*)(F)F)OC(F)(F)F,19.9989679
*CS*,27.88017234
*C(C(*)(F)F)(OC(F)(F)F)OC(F)(F)F,21.33372586
*C(C*)OC=O,18.97705133
*C(C*)SCC,17.66261453
*OC(=O)NCCCCC*,21.7968347
*C(C(*)F)(OC(F)(F)F)F,20.02561571
*C(C*)(C#N)C,18.80339914
*C(CCC*)(C)C,18.33164508
*NC(=O)CCCCCCC*,21.36039859
*/C=C\CCCCC*,20.47395209
*C(C*)O[N+](=O)[O-],18.75947178
*CCCCCCCCCSC(=O)S*,22.92610472
*C(C(*)(F)F)(OC(C(F)(F)F)(F)F)F,19.35141962
*OC(=O)OCCCCCC*,22.43811701
*NC(=O)NCCCCCC*,20.51000177
*C1CCC(*)C1,23.01891847
*C(C(CC*)C)C,18.8906591
*CCS*,23.8934095
*CCCCCCC(=O)N*,23.17830362
*Oc1c(cc(cc1C)*)C,21.42740519
*/C=C\CCC*,19.41179187
*/C=C/CCC*,21.20185181
